Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Failed_silique_number,Mature_silique_number,Mature_length_siliques,total_silique_number,total_length_siliques
T1,High,High,3,237,T1_3_237,255_28,255,3341.67,9/22/21,265,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,238,T1_3_238,211_13A,211,3121.58,8/11/21,223,112,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,239,T1_3_239,199_1,199,3502,9/14/21,257,342,0,1,1,1,1,0,1,0,8,354.8,8,354.8
T1,High,High,3,240,T1_3_240,188_2,188,3126,8/11/21,223,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,3,241,T1_3_241,194_2,194,3108,8/13/21,225,374,0,1,1,1,1,0,1,24,11,247.5,11,247.5
T1,High,High,3,242,T1_3_242,50_1,50,2934,9/22/21,265,334,0,1,1,1,1,0,1,16,19,411.6,19,411.6
T1,High,High,3,243,T1_3_243,212_7,212,3131,8/13/21,225,374,0,1,1,1,1,0,1,0,20,353.51,20,353.51
T1,High,High,3,244,T1_3_244,270_26,270,2553,9/28/21,271,22,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,247,T1_3_247,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,248,T1_3_248,213_1,213,2789.81,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,249,T1_3_249,157_3,157,3004,8/13/21,225,333,1,1,0,1,0,0,1,2,NA,NA,0,0
T1,High,High,3,251,T1_3_251,269_15,269,2800,8/18/21,230,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,253,T1_3_253,56_3,56,3132,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,255,T1_3_255,213_1,213,2789.81,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,256,T1_3_256,86_2,86,2880,8/17/21,229,329,1,0,0,1,0,0,0,NA,NA,NA,0,0
T1,High,High,3,257,T1_3_257,91_2,91,2910,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,259,T1_3_259,269_15,269,2800,8/18/21,230,49,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,260,T1_3_260,199_1,199,3502,8/27/21,239,360,0,1,1,1,1,0,1,1,12,218,12,218
T1,High,High,3,262,T1_3_262,253_9,253,3460,9/7/21,250,349,0,1,1,1,1,0,1,1,11,284.7,11,284.7
T1,High,High,3,263,T1_3_263,201_2,201,3352,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,264,T1_3_264,250_28,250,3133,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,265,T1_3_265,107_4,107,3091,9/1/21,244,355,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,3,266,T1_3_266,83_1,83,2994,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,267,T1_3_267,174_2,174,3252,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,268,T1_3_268,269_15,269,2800,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,270,T1_3_270,207_14B,207,3218.6,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,271,T1_3_271,253_9,253,3460,9/14/21,257,342,0,1,1,1,1,0,1,0,15,319,15,319
T1,High,High,3,272,T1_3_272,1_3,1,2989,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,273,T1_3_273,156_5,156,2996,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,274,T1_3_274,269_15,269,2800,8/18/21,230,369,0,1,1,1,1,0,1,3,15,469.5,15,469.5
T1,High,High,3,278,T1_3_278,98_7,98,3011,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,279,T1_3_279,185_2,185,3411,9/14/21,257,342,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,3,280,T1_3_280,48_2,48,2951,8/13/21,225,95,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,283,T1_3_283,157_3,157,3004,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,284,T1_3_284,67_4,67,2903,8/11/21,223,56,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,285,T1_3_285,304_19A,304,3673,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,287,T1_3_287,91_2,91,2910,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,288,T1_3_288,267_12,267,2498.61,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,289,T1_3_289,273_37,273,2710,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,290,T1_3_290,98_7,98,3011,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,292,T1_3_292,67_4,67,2903,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,3,294,T1_3_294,209_5,209,2721.21,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,295,T1_4_295,50_1,50,2934,9/22/21,265,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,297,T1_4_297,267_12,267,2498.61,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,298,T1_4_298,91_2,91,2910,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,299,T1_4_299,102_5,102,3072,8/11/21,223,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,300,T1_4_300,194_2,194,3108,8/13/21,225,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,301,T1_4_301,46_3A,46,3009,9/14/21,257,106,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,302,T1_4_302,211_13A,211,3121.58,8/11/21,223,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,304,T1_4_304,212_7,212,3131,8/13/21,225,19,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,305,T1_4_305,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,306,T1_4_306,283_22,283,2890,8/13/21,225,374,0,1,1,1,1,0,1,0,5,200.3,5,200.3
T1,High,High,4,311,T1_4_311,189_1,189,3273,9/28/21,271,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,312,T1_4_312,250_16,250,3133,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,314,T1_4_314,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,315,T1_4_315,273_18C,273,2710,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,316,T1_4_316,91_2,91,2910,9/14/21,257,342,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,318,T1_4_318,269_15,269,2800,8/18/21,230,369,0,1,1,1,1,0,1,6,20,468,20,468
T1,High,High,4,321,T1_4_321,51_1,51,2929,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,322,T1_4_322,48_2,48,2951,8/13/21,225,26,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,323,T1_4_323,250_16,250,3133,9/14/21,257,342,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,324,T1_4_324,199_1,199,3502,8/27/21,239,360,0,1,1,1,1,0,1,0,12,353.8,12,353.8
T1,High,High,4,325,T1_4_325,253_9,253,3460,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,326,T1_4_326,49_2,49,2935,8/11/21,223,376,0,1,1,1,1,0,1,8,21,451.5,21,451.5
T1,High,High,4,329,T1_4_329,102_5,102,3072,8/11/21,223,376,0,1,1,1,1,0,1,1,14,285.4,14,285.4
T1,High,High,4,330,T1_4_330,185_2,185,3411,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,332,T1_4_332,83_1,83,2994,9/11/21,254,345,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,333,T1_4_333,67_4,67,2903,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,334,T1_4_334,66_4,66,2940,8/11/21,223,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,335,T1_4_335,66_4,66,2940,8/11/21,223,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,336,T1_4_336,56_3,56,3132,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,338,T1_4_338,56_3,56,3132,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,339,T1_4_339,214_7,214,2693.59,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,342,T1_4_342,185_2,185,3411,9/14/21,257,342,0,1,1,1,1,0,1,0,7,246.3,7,246.3
T1,High,High,4,343,T1_4_343,255_28,255,3341.67,8/17/21,229,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,344,T1_4_344,106_6,106,2925,8/27/21,239,360,0,1,1,1,1,0,1,2,20,288.8,20,288.8
T1,High,High,4,348,T1_4_348,91_2,91,2910,9/14/21,257,343,0,1,1,1,1,0,1,10,14,576,14,576
T1,High,High,4,349,T1_4_349,212_7,212,3131,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,350,T1_4_350,56_3,56,3132,9/22/21,265,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,352,T1_4_352,269_15,269,2800,8/18/21,230,90,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,353,T1_4_353,214_7,214,2693.59,9/14/21,257,343,0,1,1,1,1,0,1,7,20,612.3,20,612.3
T1,High,High,4,356,T1_4_356,303_8,303,3570,8/13/21,225,375,0,1,1,1,1,0,1,17,8,202.4,8,202.4
T1,High,High,4,357,T1_4_357,157_3,157,3004,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,358,T1_4_358,207_14B,207,3218.6,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,360,T1_4_360,151_3,151,2975,8/20/21,232,368,0,1,1,1,1,0,1,16,20,570.9,20,570.9
T1,High,High,4,362,T1_4_362,157_3,157,3004,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,363,T1_4_363,213_1,213,2789.81,8/11/21,223,63,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,365,T1_4_365,283_22,283,2890,8/13/21,225,375,0,1,1,1,1,0,1,8,16,595.7,16,595.7
T1,High,High,4,366,T1_4_366,51_1,51,2929,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,368,T1_4_368,188_2,188,3126,8/11/21,223,376,0,1,0,1,1,0,1,NA,NA,NA,0,0
T1,High,High,4,369,T1_4_369,67_4,67,2903,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,370,T1_4_370,270_10,270,2553,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,371,T1_4_371,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,372,T1_4_372,56_3,56,3132,9/22/21,265,335,0,1,1,1,1,0,1,2,14,410.7,14,410.7
T1,High,High,4,380,T1_4_380,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,4,381,T1_4_381,106_6,106,2925,8/27/21,239,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,386,T1_4_386,199_1,199,3502,8/27/21,239,19,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,388,T1_4_388,262_3,262,2717.292,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,4,390,T1_4_390,162_2,162,3055,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,393,T1_5_393,107_4,107,3091,8/13/21,225,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,394,T1_5_394,257_2,257,2754.1728,8/20/21,232,368,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,396,T1_5_396,250_16,250,3133,9/14/21,257,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,398,T1_5_398,83_1,83,2994,9/11/21,254,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,399,T1_5_399,86_2,86,2880,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,403,T1_5_403,210_3,210,3161.3,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,405,T1_5_405,66_4,66,2940,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,410,T1_5_410,207_14B,207,3218.6,9/14/21,257,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,411,T1_5_411,212_7,212,3131,8/17/21,229,371,0,1,1,1,1,0,1,17,8,261.5,8,261.5
T1,High,High,5,416,T1_5_416,303_8,303,3570,8/13/21,225,375,0,1,1,1,1,0,1,12,10,164.54,10,164.54
T1,High,High,5,418,T1_5_418,214_7,214,2693.59,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,419,T1_5_419,107_4,107,3091,9/1/21,244,119,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,420,T1_5_420,304_19A,304,3673,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,422,T1_5_422,199_1,199,3502,8/27/21,239,361,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,428,T1_5_428,194_2,194,3108,8/13/21,225,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,429,T1_5_429,194_2,194,3108,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,431,T1_5_431,185_2,185,3411,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,433,T1_5_433,253_9,253,3460,9/14/21,257,343,0,1,1,1,1,0,1,18,20,539.2,20,539.2
T1,High,High,5,434,T1_5_434,212_7,212,3131,8/17/21,229,161,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,435,T1_5_435,255_28,255,3341.67,8/17/21,229,371,0,1,1,1,1,0,1,0,13,183.8,13,183.8
T1,High,High,5,437,T1_5_437,207_14B,207,3218.6,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,438,T1_5_438,48_2,48,2951,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,440,T1_5_440,255_28,255,3341.67,8/17/21,229,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,441,T1_5_441,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,443,T1_5_443,211_13A,211,3121.58,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,444,T1_5_444,49_2,49,2935,8/11/21,223,63,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,448,T1_5_448,328_2,328,3660,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,449,T1_5_449,273_37,273,2710,8/27/21,239,361,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,450,T1_5_450,49_2,49,2935,8/18/21,230,370,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,453,T1_5_453,267_12,267,2498.61,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,454,T1_5_454,250_16,250,3133,9/14/21,257,343,0,1,1,1,1,0,1,3,5,134.7,5,134.7
T1,High,High,5,455,T1_5_455,83_1,83,2994,9/28/21,271,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,458,T1_5_458,262_3,262,2717.292,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,459,T1_5_459,199_1,199,3502,9/14/21,257,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,460,T1_5_460,98_7,98,3011,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,461,T1_5_461,270_10,270,2553,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,462,T1_5_462,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,463,T1_5_463,255_28,255,3341.67,8/17/21,229,371,0,1,1,1,1,0,1,5,4,172,4,172
T1,High,High,5,464,T1_5_464,107_4,107,3091,8/17/21,229,371,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,470,T1_5_470,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,473,T1_5_473,250_28,250,3133,8/17/21,229,371,0,1,1,1,1,0,0,0,3,111,3,111
T1,High,High,5,474,T1_5_474,156_5,156,2996,8/27/21,239,361,0,1,1,1,1,0,1,0,10,536.9,10,536.9
T1,High,High,5,475,T1_5_475,283_22,283,2890,9/1/21,244,356,0,1,1,1,1,0,1,3,15,373.2,15,373.2
T1,High,High,5,477,T1_5_477,328_2,328,3660,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,478,T1_5_478,201_2,201,3352,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,480,T1_5_480,328_2,328,3660,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,483,T1_5_483,156_5,156,2996,8/27/21,239,151,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,5,487,T1_5_487,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,5,488,T1_5_488,213_1,213,2789.81,8/11/21,223,377,0,1,1,1,1,0,1,11,33,750.2,33,750.2
T1,High,High,5,490,T1_5_490,270_10,270,2553,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,491,T1_6_491,211_13A,211,3121.58,8/11/21,223,377,0,1,1,1,1,0,1,2,5,227,5,227
T1,High,High,6,492,T1_6_492,303_8,303,3570,8/13/21,225,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,493,T1_6_493,273_37,273,2710,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,494,T1_6_494,91_2,91,2910,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,496,T1_6_496,98_7,98,3011,8/11/21,223,377,0,1,1,1,1,0,1,0,19,219.1,19,219.1
T1,High,High,6,500,T1_6_500,250_16,250,3133,9/14/21,257,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,501,T1_6_501,98_7,98,3011,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,502,T1_6_502,98_7,98,3011,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,504,T1_6_504,157_3,157,3004,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,505,T1_6_505,213_1,213,2789.81,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,506,T1_6_506,262_3,262,2717.292,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,508,T1_6_508,102_5,102,3072,8/11/21,223,377,0,1,1,1,1,0,1,0,21,545.21,21,545.21
T1,High,High,6,509,T1_6_509,158_2,158,3004,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,512,T1_6_512,273_37,273,2710,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,514,T1_6_514,91_2,91,2910,9/14/21,257,22,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,518,T1_6_518,199_1,199,3502,9/14/21,257,343,0,1,1,1,1,0,1,0,4,38.63,4,38.63
T1,High,High,6,520,T1_6_520,194_2,194,3108,8/20/21,232,327,1,0,0,1,0,0,0,NA,NA,NA,0,0
T1,High,High,6,522,T1_6_522,273_18C,273,2710,9/14/21,257,208,1,0,0,1,0,0,0,NA,NA,NA,0,0
T1,High,High,6,527,T1_6_527,48_2,48,2951,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,531,T1_6_531,267_12,267,2498.61,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,534,T1_6_534,283_22,283,2890,8/13/21,225,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,538,T1_6_538,185_2,185,3411,9/14/21,257,22,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,542,T1_6_542,211_13A,211,3121.58,8/20/21,232,368,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,543,T1_6_543,157_3,157,3004,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,544,T1_6_544,270_10,270,2553,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,546,T1_6_546,157_3,157,3004,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,548,T1_6_548,162_2,162,3055,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,550,T1_6_550,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,553,T1_6_553,270_10,270,2553,8/27/21,239,292,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,556,T1_6_556,162_2,162,3055,9/11/21,254,346,0,1,0,1,1,0,1,0,NA,NA,0,0
T1,High,High,6,558,T1_6_558,211_13A,211,3121.58,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,559,T1_6_559,162_2,162,3055,9/11/21,254,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,560,T1_6_560,66_4,66,2940,8/11/21,223,56,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,566,T1_6_566,213_1,213,2789.81,8/11/21,223,377,0,1,1,1,1,0,1,1,20,291.7,20,291.7
T1,High,High,6,567,T1_6_567,107_4,107,3091,8/17/21,229,371,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,569,T1_6_569,273_18C,273,2710,9/14/21,257,133,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,570,T1_6_570,102_5,102,3072,8/11/21,223,377,0,1,1,1,1,0,1,1,24,478.8,24,478.8
T1,High,High,6,571,T1_6_571,304_19A,304,3673,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,577,T1_6_577,283_22,283,2890,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,578,T1_6_578,83_1,83,2994,9/11/21,254,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,579,T1_6_579,214_7,214,2693.59,9/14/21,257,343,0,1,1,1,1,0,1,4,20,639.55,20,639.55
T1,High,High,6,580,T1_6_580,304_19A,304,3673,8/18/21,230,370,0,1,1,1,1,0,1,1,13,323.9,13,323.9
T1,High,High,6,581,T1_6_581,66_4,66,2940,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,6,582,T1_6_582,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,584,T1_6_584,185_2,185,3411,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,586,T1_6_586,273_18C,273,2710,9/14/21,257,78,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,587,T1_6_587,303_8,303,3570,8/13/21,225,110,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,6,588,T1_6_588,273_18C,273,2710,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,589,T1_7_589,86_2,86,2880,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,591,T1_7_591,328_2,328,3660,8/13/21,225,375,0,1,1,1,1,0,1,0,3,149.9,3,149.9
T1,High,High,7,592,T1_7_592,214_7,214,2693.59,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,594,T1_7_594,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,595,T1_7_595,201_2,201,3352,8/17/21,229,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,596,T1_7_596,210_3,210,3161.3,9/14/21,257,343,0,1,1,1,1,0,1,0,7,201.6,7,201.6
T1,High,High,7,598,T1_7_598,107_4,107,3091,9/1/21,244,356,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,599,T1_7_599,66_4,66,2940,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,602,T1_7_602,48_2,48,2951,8/13/21,225,375,0,1,1,1,1,0,1,8,19,551.2,19,551.2
T1,High,High,7,605,T1_7_605,255_28,255,3341.67,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,608,T1_7_608,86_2,86,2880,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,609,T1_7_609,255_28,255,3341.67,8/27/21,239,47,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,612,T1_7_612,255_28,255,3341.67,8/27/21,239,361,0,1,1,1,1,0,1,0,6,272.6,6,272.6
T1,High,High,7,616,T1_7_616,157_3,157,3004,9/14/21,257,343,0,1,1,1,1,0,1,3,11,414.7,11,414.7
T1,High,High,7,619,T1_7_619,185_2,185,3411,9/14/21,257,343,0,1,1,1,1,0,1,19,7,136.7,7,136.7
T1,High,High,7,620,T1_7_620,283_22,283,2890,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,621,T1_7_621,86_2,86,2880,8/17/21,229,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
